camera_id,vehicle_id
c012,0242
c014,0242
c017,0367
c010,0367
c016,0367
c010,0390
c016,0390
c017,0390
c004,0038
c001,0038
c003,0038
c005,0038
c014,0246
c010,0246
c013,0246
c012,0246
c011,0246
c013,0244
c010,0244
c014,0244
c012,0244
c011,0244
c002,0083
c005,0083
c004,0083
c026,0424
c027,0424
c021,0424
c025,0424
c022,0424
c023,0424
c025,0295
c024,0295
c022,0295
c023,0295
c016,0342
c017,0342
c010,0342
c023,0330
c019,0330
c021,0330
c022,0330
c025,0330
c020,0330
c018,0330
c026,0330
c024,0330
c027,0476
c034,0476
c033,0476
c035,0476
c028,0476
c029,0476
c036,0476
c001,0053
c002,0053
c004,0053
c003,0053
c005,0053
c004,0087
c002,0087
c005,0087
c002,0020
c004,0020
c001,0020
c005,0020
c003,0020
c005,0006
c004,0006
c002,0006
c002,0051
c005,0051
c004,0051
c001,0051
c003,0051
c012,0252
c014,0252
c013,0252
c011,0252
c010,0252
c023,0428
c024,0428
c022,0428
c025,0428
c003,0078
c005,0078
c001,0078
c005,0023
c002,0023
c004,0023
c038,0299
c033,0299
c035,0299
c037,0299
c036,0299
c034,0299
c039,0299
c034,0310
c033,0310
c001,0067
c005,0067
c002,0067
c004,0067
c003,0067
c002,0091
c004,0091
c005,0091
c003,0091
c033,0275
c029,0275
c030,0275
c032,0275
c012,0243
c011,0243
c013,0243
c014,0243
c010,0243
c027,0462
c026,0462
c028,0462
c002,0090
c004,0090
c003,0090
c005,0090
c021,0393
c020,0393
c019,0393
c001,0016
c004,0016
c005,0016
c002,0016
c003,0016
c036,0285
c038,0285
c030,0285
c031,0285
c029,0285
c033,0285
c032,0285
c001,0042
c003,0042
c005,0042
c010,0399
c016,0399
c017,0399
c016,0372
c010,0372
c017,0372
c002,0057
c001,0057
c004,0057
c005,0057
c003,0057
c012,0250
c014,0250
c011,0250
c013,0250
c010,0250
c002,0089
c005,0089
c003,0089
c004,0089
c028,0371
c023,0371
c026,0371
c021,0371
c018,0371
c027,0371
c016,0371
c017,0371
c019,0371
c020,0371
c025,0371
c024,0371
c022,0371
c027,0426
c023,0426
c026,0426
c025,0426
c028,0426
c024,0426
c021,0426
c022,0426
c024,0438
c026,0438
c027,0438
c023,0438
c025,0438
c022,0438
c027,0403
c020,0403
c018,0403
c026,0403
c022,0403
c016,0403
c021,0403
c028,0403
c029,0403
c017,0403
c025,0403
c023,0403
c028,0336
c025,0336
c035,0336
c033,0336
c026,0336
c017,0336
c020,0336
c034,0336
c036,0336
c023,0336
c021,0336
c022,0336
c016,0336
c027,0336
c024,0336
c019,0336
c029,0336
c018,0336
c023,0441
c022,0441
c025,0441
c026,0441
c024,0441
c017,0366
c016,0366
c010,0366
c020,0370
c028,0370
c021,0370
c019,0370
c017,0370
c027,0370
c024,0370
c016,0370
c025,0370
c023,0370
c026,0370
c022,0370
c018,0370
c004,0064
c001,0064
c005,0064
c003,0064
c002,0064
c017,0416
c016,0416
c024,0416
c019,0416
c021,0416
c018,0416
c022,0416
c023,0416
c020,0416
c026,0455
c025,0455
c016,0415
c025,0415
c026,0415
c017,0415
c021,0415
c027,0415
c022,0415
c018,0415
c020,0415
c019,0415
c023,0415
c036,0320
c038,0320
c037,0320
c025,0412
c018,0412
c020,0412
c022,0412
c024,0412
c021,0412
c016,0412
c017,0412
c019,0412
c027,0412
c026,0412
c023,0412
c029,0432
c033,0432
c022,0432
c023,0432
c028,0432
c024,0432
c026,0432
c027,0432
c025,0432
c034,0432
c035,0432
c031,0280
c030,0280
c032,0280
c034,0280
c034,0457
c026,0457
c028,0457
c029,0457
c035,0457
c033,0457
c027,0457
c003,0081
c005,0081
c001,0081
c040,0322
c038,0322
c036,0322
c010,0335
c017,0335
c016,0335
c028,0475
c033,0475
c035,0475
c029,0475
c034,0475
c026,0289
c025,0289
c025,0456
c024,0456
c022,0364
c023,0364
c019,0364
c020,0364
c021,0364
c025,0364
c018,0364
c024,0364
c016,0364
c026,0364
c017,0364
c002,0070
c005,0070
c003,0070
c001,0070
c005,0027
c004,0027
c001,0027
c002,0027
c003,0027
c005,0072
c001,0072
c003,0072
c004,0072
c014,0257
c013,0257
c023,0447
c027,0447
c026,0447
c025,0447
c029,0447
c028,0447
c022,0447
c024,0447
c033,0452
c034,0452
c026,0452
c027,0452
c028,0452
c035,0452
c025,0452
c029,0452
c016,0353
c010,0353
c017,0353
c016,0348
c026,0348
c020,0348
c035,0348
c024,0348
c025,0348
c036,0348
c017,0348
c018,0348
c034,0348
c022,0348
c028,0348
c023,0348
c033,0348
c021,0348
c019,0348
c029,0348
c027,0348
c016,0326
c017,0326
c028,0396
c017,0396
c025,0396
c019,0396
c027,0396
c022,0396
c024,0396
c029,0396
c018,0396
c034,0396
c026,0396
c035,0396
c023,0396
c020,0396
c021,0396
c033,0396
c005,0061
c003,0061
c001,0061
c002,0061
c004,0061
c017,0365
c016,0365
c010,0365
c022,0351
c021,0351
c034,0351
c024,0351
c028,0351
c019,0351
c023,0351
c020,0351
c025,0351
c018,0351
c033,0351
c016,0351
c029,0351
c026,0351
c027,0351
c017,0351
c017,0333
c022,0333
c018,0333
c021,0333
c019,0333
c020,0333
c016,0333
c033,0303
c035,0303
c034,0303
c001,0088
c005,0088
c003,0021
c005,0021
c001,0021
c002,0021
c004,0021
c010,0389
c017,0389
c016,0389
c026,0451
c025,0451
c026,0453
c025,0453
c040,0319
c039,0319
c038,0319
c018,0382
c026,0382
c023,0382
c022,0382
c027,0382
c016,0382
c024,0382
c019,0382
c021,0382
c025,0382
c020,0382
c017,0382
c005,0001
c004,0001
c003,0001
c002,0001
c033,0311
c034,0311
c002,0063
c003,0063
c001,0063
c005,0063
c004,0063
c016,0363
c023,0363
c020,0363
c019,0363
c022,0363
c026,0363
c021,0363
c028,0363
c025,0363
c017,0363
c018,0363
c027,0363
c018,0385
c026,0385
c022,0385
c025,0385
c023,0385
c024,0385
c021,0385
c019,0385
c020,0385
c017,0385
c016,0385
c010,0341
c017,0341
c016,0341
c020,0339
c021,0339
c017,0339
c019,0339
c016,0339
c018,0339
c020,0400
c017,0400
c022,0400
c027,0400
c018,0400
c023,0400
c026,0400
c028,0400
c021,0400
c019,0400
c025,0400
c024,0400
c003,0068
c004,0068
c001,0068
c005,0068
c001,0043
c005,0043
c003,0043
c003,0046
c004,0046
c005,0046
c001,0046
c002,0046
c025,0429
c026,0429
c023,0429
c022,0429
c024,0429
c026,0463
c027,0463
c002,0049
c003,0049
c005,0049
c001,0049
c004,0049
c026,0352
c022,0352
c029,0352
c024,0352
c021,0352
c034,0352
c028,0352
c023,0352
c027,0352
c033,0352
c018,0352
c019,0352
c025,0352
c020,0352
c016,0352
c017,0352
c016,0340
c019,0340
c017,0340
c021,0340
c020,0340
c018,0340
c004,0044
c003,0044
c001,0044
c005,0044
c002,0044
c034,0271
c035,0271
c030,0271
c033,0271
c032,0271
c031,0271
c004,0058
c005,0058
c003,0058
c001,0058
c005,0071
c003,0071
c001,0071
c004,0071
c002,0071
c026,0397
c016,0397
c022,0397
c021,0397
c025,0397
c023,0397
c018,0397
c020,0397
c017,0397
c019,0397
c024,0397
c036,0470
c034,0470
c029,0470
c028,0470
c033,0470
c035,0470
c027,0470
c018,0377
c023,0377
c024,0377
c019,0377
c025,0377
c017,0377
c026,0377
c016,0377
c020,0377
c022,0377
c021,0377
c027,0377
c002,0084
c005,0084
c017,0337
c016,0337
c005,0013
c004,0013
c002,0013
c001,0013
c003,0013
c024,0417
c025,0417
c022,0417
c021,0417
c019,0417
c017,0417
c016,0417
c020,0417
c018,0417
c023,0417
c037,0329
c036,0329
c026,0450
c025,0450
c001,0035
c004,0035
c005,0035
c003,0035
c016,0325
c017,0325
c004,0077
c005,0077
c002,0077
c003,0077
c001,0077
c005,0012
c004,0012
c002,0012
c003,0012
c001,0012
c021,0386
c024,0386
c023,0386
c026,0386
c016,0386
c017,0386
c019,0386
c020,0386
c022,0386
c025,0386
c018,0386
c027,0386
c014,0248
c013,0248
c012,0248
c011,0248
c010,0248
c023,0443
c025,0443
c026,0443
c022,0443
c024,0443
c035,0305
c033,0305
c036,0305
c037,0305
c022,0440
c024,0440
c023,0440
c028,0478
c027,0478
c004,0085
c001,0085
c002,0085
c005,0085
c003,0085
c032,0260
c038,0260
c027,0260
c018,0260
c037,0260
c034,0260
c019,0260
c028,0260
c021,0260
c030,0260
c026,0260
c039,0260
c020,0260
c035,0260
c029,0260
c016,0260
c036,0260
c017,0260
c025,0260
c022,0260
c033,0260
c023,0260
c024,0260
c031,0260
c002,0025
c001,0025
c003,0025
c005,0025
c003,0015
c001,0015
c005,0015
c002,0015
c004,0015
c004,0011
c002,0011
c001,0011
c003,0011
c005,0011
c003,0007
c005,0007
c002,0007
c001,0007
c004,0007
c002,0033
c005,0033
c004,0033
c003,0033
c017,0368
c016,0368
c010,0368
c017,0410
c016,0410
c010,0410
c021,0427
c023,0427
c022,0427
c024,0439
c022,0439
c028,0439
c026,0439
c027,0439
c025,0439
c023,0439
c038,0323
c040,0323
c019,0267
c018,0267
c002,0002
c005,0002
c027,0301
c036,0328
c037,0328
c004,0004
c002,0004
c005,0004
c026,0376
c022,0376
c016,0376
c025,0376
c017,0376
c021,0376
c023,0376
c019,0376
c024,0376
c018,0376
c020,0376
c027,0477
c028,0477
c029,0477
c018,0343
c022,0343
c020,0343
c021,0343
c023,0343
c016,0343
c017,0343
c024,0343
c025,0343
c019,0343
c003,0018
c004,0018
c005,0018
c001,0018
c002,0018
c001,0086
c003,0086
c005,0086
c036,0327
c037,0327
c035,0327
c023,0430
c022,0430
c026,0430
c025,0430
c024,0430
c002,0028
c005,0028
c004,0028
c003,0028
c001,0028
c010,0245
c011,0245
c012,0245
c013,0245
c014,0245
c040,0306
c038,0306
c039,0306
c037,0306
c036,0306
c033,0306
c002,0030
c005,0030
c004,0030
c020,0391
c025,0391
c016,0391
c034,0391
c018,0391
c022,0391
c024,0391
c017,0391
c023,0391
c029,0391
c035,0391
c028,0391
c021,0391
c026,0391
c027,0391
c033,0391
c019,0391
c001,0066
c002,0066
c003,0066
c004,0066
c005,0066
c021,0421
c019,0421
c020,0421
c025,0344
c016,0344
c020,0344
c018,0344
c021,0344
c017,0344
c022,0344
c023,0344
c019,0344
c024,0344
c040,0314
c039,0314
c033,0302
c035,0302
c034,0302
c016,0369
c017,0369
c026,0369
c023,0369
c018,0369
c019,0369
c024,0369
c022,0369
c025,0369
c027,0369
c020,0369
c021,0369
c022,0414
c018,0414
c017,0414
c024,0414
c019,0414
c020,0414
c016,0414
c023,0414
c021,0414
c025,0414
c031,0270
c029,0270
c030,0270
c026,0460
c027,0460
c027,0422
c020,0422
c025,0422
c022,0422
c026,0422
c023,0422
c024,0422
c021,0422
